epoch,avg_accuracy,avg_loss
0,2.13209219858156,3.8512390954443747
1,52.67553191489362,1.80273541863083
2,75.72429078014184,0.7492038012396359
3,79.71808510638297,0.6017691283361286
4,83.25,0.4925998926416357
5,83.78989361702128,0.4646458689625382
6,85.35460992907801,0.42552851229694716
7,85.67553191489361,0.4021216074245196
8,86.23049645390071,0.39166389798864404
9,86.54698581560284,0.3787767324887269
10,86.98404255319149,0.3659907928426215
11,87.6436170212766,0.34491017317095546
12,87.53457446808511,0.3480622679037405
13,87.59574468085107,0.3395106371370613
14,88.0186170212766,0.3289250321633427
15,88.41755319148936,0.31614852636841173
16,88.45035460992908,0.3121541484450618
17,89.06382978723404,0.29562198917493754
18,88.58510638297872,0.30827418115544825
19,88.86524822695036,0.2940619582402791
20,88.82978723404256,0.29630557783529266
21,89.27482269503547,0.2860624569950374
22,89.71099290780141,0.27471153664673476
23,89.73670212765957,0.2741186932384545
24,89.24468085106383,0.28356109364235654
25,89.76063829787235,0.2659562844376192
26,89.99379432624113,0.26116919923335946
27,89.51329787234043,0.2660289667345953
28,90.42109929078015,0.25172042169892195
29,89.61702127659575,0.26575850721792127
30,90.41666666666667,0.24760872007684503
31,90.2854609929078,0.24872504731864795
32,90.0186170212766,0.25428960579084164
33,90.76507092198581,0.23858436963659652
34,90.93882978723404,0.2348309168029339
35,90.83687943262412,0.2353775909733265
36,90.97872340425532,0.2316031222013717
37,91.34131205673759,0.22350838547057295
38,91.16489361702128,0.22585409240097018
39,90.6622340425532,0.233706879484738
40,91.3918439716312,0.21761477364715956
41,91.44326241134752,0.21827579176172296
42,91.27570921985816,0.22045515682680386
43,91.48936170212765,0.2144054221007841
44,91.38829787234043,0.21301133381136766
45,91.79787234042553,0.20743044550959946
46,92.17464539007092,0.20012310173071868
47,91.61347517730496,0.20890131754655364
48,91.99202127659575,0.20093778881620852
49,91.83599290780141,0.2032837143561519
50,92.23404255319149,0.193773958230695
51,92.36081560283688,0.19096869015524573
52,92.03368794326241,0.19759804790747082
53,92.03457446808511,0.19553507633243047
54,92.56028368794327,0.18669710770566414
55,92.66578014184397,0.18447009938828487
56,92.02836879432624,0.19648503294227818
57,92.58156028368795,0.1848491513179549
58,92.37411347517731,0.18712099741959404
59,92.49645390070921,0.18618731652591244
60,92.26329787234043,0.18676441894778123
61,92.77925531914893,0.18199957936790817
62,92.62411347517731,0.18026590295717226
63,92.77836879432624,0.17760197248019224
64,92.53457446808511,0.18029335125963739
65,92.95390070921985,0.1735853454280407
66,93.3040780141844,0.16576062568113314
67,92.92109929078015,0.17088981517663238
68,92.81560283687944,0.17238606488451044
69,93.12588652482269,0.16859609915855084
70,93.40780141843972,0.16176533422571548
71,92.85549645390071,0.17265389857139993
72,93.24024822695036,0.16383363691627556
73,93.02039007092199,0.16877620921912767
74,93.50797872340425,0.15811894754991462
75,93.1436170212766,0.16618029035575002
76,93.6418439716312,0.15583486442024827
77,93.3040780141844,0.16258096286591064
78,93.447695035461,0.1595041124786891
79,93.61879432624113,0.15581255303629746
80,93.1959219858156,0.1633083445129665
81,93.95567375886525,0.14559329138579943
82,94.03191489361703,0.14566162523648418
83,93.88918439716312,0.14728610096671058
84,93.34131205673759,0.15953748150074737
85,93.72429078014184,0.14789326506726286
86,93.41312056737588,0.15802485661937835
87,93.98936170212765,0.14370135886026614
88,93.88031914893617,0.14769549646698837
89,93.84219858156028,0.14894758828776947
90,93.70567375886525,0.15218735887649212
91,93.91578014184397,0.14542846342773302
92,93.76773049645391,0.14816443673262358
93,94.19680851063829,0.14078326959981985
94,94.30585106382979,0.1370857381736133
95,94.26950354609929,0.13758059145288265
96,94.28812056737588,0.13724218487739562
97,94.33687943262412,0.13687534457402872
98,94.17375886524823,0.13906182887283622
99,94.30496453900709,0.13694606735773965
100,94.05053191489361,0.14131155022915373
