avg_accuracy,epoch,avg_loss
3.9166666666666665,0,3.5862291830557362
8.833333333333334,1,3.5560580529106987
14.675925925925926,2,3.502925385369195
19.84259259259259,3,3.386418115121347
24.24074074074074,4,3.1590099476001883
30.37037037037037,5,2.901429593121564
35.2037037037037,6,2.6873972249914098
38.129629629629626,7,2.534303339499014
40.74074074074074,8,2.4329693956728335
44.324074074074076,9,2.2896336244653774
44.44444444444444,10,2.247844969431559
46.71296296296296,11,2.1795300702695495
48.370370370370374,12,2.0825603640521013
49.175925925925924,13,2.022333455262361
52.370370370370374,14,1.9485690420645254
54.28703703703704,15,1.8738836231938114
54.574074074074076,16,1.8472270343921802
55.68518518518518,17,1.8220058836760344
55.2037037037037,18,1.8100510682000055
57.06481481481482,19,1.7565813191731772
57.23148148148148,20,1.7354238156919126
57.592592592592595,21,1.714833743483932
58.379629629629626,22,1.6986825201246474
58.99074074074074,23,1.6719673241509332
58.00925925925926,24,1.698821782712583
57.407407407407405,25,1.6988269848293729
59.5462962962963,26,1.6470229035836679
58.78703703703704,27,1.6751261089466236
60.00925925925926,28,1.6097051062407317
60.98148148148148,29,1.5782401741875542
60.72222222222222,30,1.5745765099702058
62.7037037037037,31,1.5258115160906756
63.44444444444444,32,1.470824734016701
65.1574074074074,33,1.4259396415286594
64.29629629629629,34,1.4224313933761032
65.50925925925925,35,1.3710741039558694
66.13888888888889,36,1.3548955737219917
66.46296296296296,37,1.333622039159139
67.47222222222223,38,1.3067693032158745
67.16666666666667,39,1.3032642375098333
69.57407407407408,40,1.2252874275490089
67.92592592592592,41,1.2765826769228334
70.02777777777777,42,1.192561474552861
70.75925925925925,43,1.159772652166861
71.1574074074074,44,1.152253096545184
70.8425925925926,45,1.1495743066293223
70.53703703703704,46,1.159993979489362
71.06481481481481,47,1.1293105747081615
70.77777777777777,48,1.1442627511201082
72.00925925925925,49,1.1028204949696858
71.55555555555556,50,1.11044727396082
70.43518518518519,51,1.137129394389965
72.36111111111111,52,1.0747476775557907
73.60185185185185,53,1.0400543795691597
72.69444444444444,54,1.059551550547282
73.86111111111111,55,1.0345067370379413
73.87037037037037,56,1.024938619048507
74.54629629629629,57,0.9951095415044714
74.3425925925926,58,1.0016252782609727
74.52777777777777,59,0.9915744785026268
74.28703703703704,60,0.9995064166740135
74.86111111111111,61,0.9807761803379765
74.78703703703704,62,0.9666566799305103
74.66666666666667,63,0.9769581773546007
76.10185185185185,64,0.9351942518022325
75.75925925925925,65,0.9563740380605061
76.08333333333333,66,0.9280761536845454
75.92592592592592,67,0.9338472078464649
76.33333333333333,68,0.9127831776936849
76.73148148148148,69,0.9023507019325538
75.88888888888889,70,0.9275054394757306
76.55555555555556,71,0.89947127978007
76.43518518518519,72,0.9067151574735288
76.02777777777777,73,0.9283034669028388
76.83333333333333,74,0.8892477277473168
76.98148148148148,75,0.8892295487721761
77.54629629629629,76,0.8617508637463605
77.69444444444444,77,0.8579408997076529
77.62962962962963,78,0.8727521075142755
78.50925925925925,79,0.834714120582298
78.5925925925926,80,0.8274041317127369
78.16666666666667,81,0.8356482693001076
78.0,82,0.8356965921543262
78.49074074074075,83,0.8186070318575258
77.96296296296296,84,0.8323978390517058
78.12037037037037,85,0.8369378715091281
77.55555555555556,86,0.8361197162557531
78.86111111111111,87,0.8032733532234474
81.30555555555556,88,0.7425322101734303
80.95370370370371,89,0.7462747723967941
79.6574074074074,90,0.7839620916931718
80.86111111111111,91,0.7492349887777258
81.12962962962963,92,0.7244831171742192
82.06481481481481,93,0.7023103326338309
82.06481481481481,94,0.70311279102608
81.27777777777777,95,0.7242047498844288
81.83333333333333,96,0.7043865294809695
82.12037037037037,97,0.6953343677520752
82.60185185185185,98,0.6776439859248974
83.12037037037037,99,0.6671398966400711
82.77777777777777,100,0.6739380824124371
