epoch,avg_accuracy,avg_loss
0,9.885,2.3031377900441488
1,67.05333333333333,0.8615782366116842
2,68.02833333333334,0.7932097436587016
3,68.34166666666667,0.7703569863796235
4,68.11333333333333,0.7777094413757324
5,68.745,0.7496680282274882
6,88.46833333333333,0.3062990405519803
7,97.895,0.06747211253643036
8,98.32833333333333,0.05503727640310923
9,98.71,0.041636319828033445
10,98.97833333333334,0.032781686993439994
11,99.13166666666666,0.02806625003417333
12,99.06666666666666,0.02997564295132955
13,99.255,0.02304292266368866
14,99.455,0.019111674972375235
15,99.10166666666667,0.028405384202798208
16,99.51833333333333,0.015918212588628133
17,99.34833333333333,0.01999628512064616
18,99.61333333333333,0.013235149574279785
19,99.555,0.014104051423072816
20,99.625,0.012777634918689728
21,99.64833333333333,0.010723443845907846
22,99.71166666666667,0.010159910110632579
23,99.80166666666666,0.008133803912003836
24,99.77833333333334,0.007955732242266337
25,99.48166666666667,0.014378022181987762
26,99.81,0.007259544785817464
27,99.63833333333334,0.011282100089391072
28,99.89166666666667,0.004631994382540385
29,99.88166666666666,0.004931853743394216
30,99.80833333333334,0.0061127031723658245
31,99.945,0.00297383736371994
32,99.88666666666667,0.00447923576037089
33,99.90666666666667,0.0037076436122258504
34,99.94,0.00307410306930542
35,99.95333333333333,0.002398323384920756
36,99.96833333333333,0.002084414267539978
37,99.915,0.003242002026240031
38,99.96333333333334,0.0018679745276769003
39,99.95833333333333,0.0018375616788864136
40,99.93833333333333,0.002596315360069275
41,99.96,0.0021928052266438802
42,99.84,0.005053151472409566
43,99.94166666666666,0.002368830911318461
44,99.98333333333333,0.0010769980351130167
45,99.98666666666666,0.0011956001838048299
46,99.98666666666666,0.0010482552607854207
47,99.96666666666667,0.0013325138648351033
48,99.98666666666666,0.0008492029746373494
49,99.99,0.0007353119770685832
50,99.91,0.002981134796142578
51,99.99333333333334,0.0005943171580632527
52,99.99166666666666,0.0006354290962219238
53,99.99,0.0006277417103449503
54,99.99333333333334,0.0005232727607091267
55,99.995,0.0004711045821507772
56,99.995,0.0004575874408086141
57,99.99666666666667,0.00041996939182281493
58,99.99333333333334,0.0005461635152498881
59,99.98833333333333,0.000574832288424174
60,99.99666666666667,0.0004024006644884745
61,99.995,0.0004030622402826945
62,99.995,0.00037716000080108644
63,99.97833333333334,0.0008351484934488933
64,99.99666666666667,0.00033700314760208127
65,99.995,0.0003518371820449829
66,99.99666666666667,0.000322660235563914
67,99.995,0.0003281811555226644
68,99.99666666666667,0.0002915988405545553
69,99.99666666666667,0.00028067882855733236
70,99.99666666666667,0.0002735249201456706
71,99.99666666666667,0.0002565067807833354
72,99.99666666666667,0.0002505840619405111
73,99.99666666666667,0.00026472763220469157
74,99.99666666666667,0.00024211207628250123
75,99.99666666666667,0.0002376215696334839
76,99.99666666666667,0.00023866154750188192
77,99.99666666666667,0.0002288818359375
78,99.99666666666667,0.00022808715105056762
79,99.99666666666667,0.00021939653555552165
80,99.99666666666667,0.00021285173892974854
81,99.99666666666667,0.00021164443890253702
82,99.99666666666667,0.00019975339571634928
83,99.99666666666667,0.00019732702573140463
84,99.99666666666667,0.00020209906895955404
85,99.99666666666667,0.00018998457590738933
86,99.99666666666667,0.00018618735472361247
87,99.99666666666667,0.0001918259024620056
88,99.99666666666667,0.0001845276157061259
89,99.99666666666667,0.0001793413798014323
90,99.99666666666667,0.00018303517500559488
91,99.99666666666667,0.00017556937535603842
92,99.99666666666667,0.00017393360137939453
93,99.99666666666667,0.00017279648383458456
94,99.99666666666667,0.00016882977485656737
95,99.99666666666667,0.00016863112052281697
96,99.99666666666667,0.00016779412031173705
97,99.99666666666667,0.00016792006095250447
98,99.99666666666667,0.00016509337027867635
99,99.99666666666667,0.0001596060037612915
100,99.99666666666667,0.00016502399444580078
