avg_loss,avg_accuracy,epoch
3.584137101350007,2.3796296296296298,0
3.582796199939869,3.0,1
3.581449546813965,3.574074074074074,2
3.579869613647461,5.083333333333333,3
3.577160230565954,7.231481481481482,4
3.5726454826637553,11.037037037037036,5
3.563364031756366,15.12037037037037,6
3.5402215222959166,18.47222222222222,7
3.425515207361292,15.342592592592593,8
2.7743911799678096,29.12037037037037,9
2.1091658627545393,45.592592592592595,10
1.5995074618304217,58.75,11
1.2925867525736492,66.42592592592592,12
1.0185111102351436,73.13888888888889,13
0.8893693406493576,76.44444444444444,14
0.7968917293901797,79.45370370370371,15
0.7814949019749959,79.49074074074075,16
0.7165422997651276,80.75,17
0.6792084925263017,81.61111111111111,18
0.6262398537883053,82.94444444444444,19
0.6201782417297363,82.96296296296296,20
0.6404734641534311,82.26851851851852,21
0.5585017126577871,85.12962962962963,22
0.5865443475158126,83.47222222222223,23
0.5663028921904387,84.73148148148148,24
0.5359752882851495,85.36111111111111,25
0.5073376427756415,86.27777777777777,26
0.4899961014147158,86.77777777777777,27
0.49994793229632906,86.17592592592592,28
0.49566153345284636,86.64814814814815,29
0.4192113523130064,88.75925925925925,30
0.4002462945161042,88.74074074074075,31
0.3946946832427272,88.96296296296296,32
0.3714177237616645,89.61111111111111,33
0.3761690851052602,88.78703703703704,34
0.32936889635192024,90.94444444444444,35
0.33924855598696957,90.49074074074075,36
0.331301123963462,90.69444444444444,37
0.3190390201851174,91.27777777777777,38
0.31156797303093803,91.46296296296296,39
0.3550532280957257,89.62962962962963,40
0.3251369290219413,91.1574074074074,41
0.3794310001532237,89.87962962962963,42
0.3039027326195328,91.38888888888889,43
0.29814849085277983,91.20370370370371,44
0.30881625537519103,91.01851851851852,45
0.28983561785132794,92.12037037037037,46
0.2956559892936989,91.30555555555556,47
0.29588016205363804,91.51851851851852,48
0.29344633371741685,91.5925925925926,49
0.2656310603353712,92.50925925925925,50
0.26728729212725605,92.4074074074074,51
0.2762899516246937,92.10185185185185,52
0.26730399789633574,92.32407407407408,53
0.2553622893050865,92.89814814814815,54
0.314818242126041,91.35185185185185,55
0.2653968573499609,92.8425925925926,56
0.2634776339266035,92.73148148148148,57
0.2565563827532309,92.69444444444444,58
0.28713289238788464,92.33333333333333,59
0.2499870173577909,92.82407407407408,60
0.2529497828306975,92.72222222222223,61
0.24796408834280792,92.95370370370371,62
0.24727439297570122,92.94444444444444,63
0.25707432764547844,92.62037037037037,64
0.24967374466083667,93.08333333333333,65
0.24634087876037314,92.91666666666667,66
0.24049643993377687,93.08333333333333,67
0.23435460253998086,93.50925925925925,68
0.23427093399895563,93.48148148148148,69
0.24197665528014853,92.99074074074075,70
0.23737235656491032,93.32407407407408,71
0.23189684413097522,93.37037037037037,72
0.2464432872666253,92.77777777777777,73
0.2297303851445516,93.62962962962963,74
0.2396806871228748,93.43518518518519,75
0.23120395878950756,93.50925925925925,76
0.22862217329166554,93.53703703703704,77
0.22951767903787118,93.53703703703704,78
0.23439880066447788,93.37037037037037,79
0.2574230350388421,92.74074074074075,80
0.23276445287245293,93.25,81
0.22646916257010566,93.66666666666667,82
0.230373844438129,93.60185185185185,83
0.2368159109574777,93.38888888888889,84
0.2394049471837503,93.32407407407408,85
0.22806766399630793,93.61111111111111,86
0.222050338851081,93.83333333333333,87
0.23276243426181653,93.29629629629629,88
0.22067532554820732,93.87037037037037,89
0.22194813547311007,93.79629629629629,90
0.22169127296518396,93.88888888888889,91
0.2322023195469821,93.19444444444444,92
0.22644133143954806,93.52777777777777,93
0.21855543851852416,93.97222222222223,94
0.2225790301075688,93.96296296296296,95
0.22805575759322555,93.53703703703704,96
0.22312347888946532,93.75925925925925,97
0.2269879745333283,93.60185185185185,98
0.22466469875088443,93.6574074074074,99
0.22108040187093947,93.77777777777777,100
